2022-11-01,00:11:00,95.8
2022-11-01,00:21:00,94.2
2022-11-01,00:31:00,91.5
2022-11-01,00:41:00,94.2
2022-11-01,00:51:00,96.3
2022-11-01,01:01:00,95.7
2022-11-01,01:11:00,88.4
2022-11-01,01:21:00,92.6
2022-11-01,01:31:00,96.2
2022-11-01,01:41:00,92.8
2022-11-01,01:51:00,92.3
2022-11-01,02:01:00,96.3
2022-11-01,02:11:00,96.6
2022-11-01,02:21:00,96.2
2022-11-01,02:31:00,90.9
2022-11-01,02:41:00,96.3
2022-11-01,02:51:00,91.1
2022-11-01,03:01:00,97.2
2022-11-01,03:11:00,95.6
2022-11-01,03:21:00,94.1
2022-11-01,03:31:00,93.3
2022-11-01,03:41:00,94.6
2022-11-01,03:51:00,98.4
2022-11-01,04:01:00,93.2
2022-11-01,04:11:00,92.6
2022-11-01,04:21:00,89.7
2022-11-01,04:31:00,95.2
2022-11-01,04:41:00,94.6
2022-11-01,04:51:00,94.7
2022-11-01,05:01:00,95.6
2022-11-01,05:11:00,92.9
2022-11-01,05:21:00,94.9
2022-11-01,05:31:00,93.8
2022-11-01,05:41:00,95
2022-11-01,05:51:00,95.3
2022-11-01,06:01:00,95.4
2022-11-01,06:11:00,95.8
2022-11-01,06:21:00,93.4
2022-11-01,06:31:00,91.5
2022-11-01,06:41:00,94.8
2022-11-01,06:51:00,100
2022-11-01,07:01:00,94.7
2022-11-01,07:11:00,96
2022-11-01,07:21:00,90.3
2022-11-01,07:31:00,98.7
2022-11-01,07:41:00,94.9
2022-11-01,07:51:00,97
2022-11-01,08:01:00,96.8
2022-11-01,08:11:00,96.4
2022-11-01,08:21:00,96.3
2022-11-01,08:31:00,92.9
2022-11-01,08:41:00,96.4
2022-11-01,08:51:00,96.2
2022-11-01,09:01:00,93.1
2022-11-01,09:11:00,97.5
2022-11-01,09:21:00,95.3
2022-11-01,09:31:00,100
2022-11-01,09:41:00,94.4
2022-11-01,09:51:00,94.2
2022-11-01,10:01:00,94.8
2022-11-01,10:11:00,95.8
2022-11-01,10:21:00,95.6
2022-11-01,10:31:00,94.8
2022-11-01,10:41:00,95.3
2022-11-01,10:51:00,95.6
2022-11-01,11:01:00,97.2
2022-11-01,11:11:00,94.5
2022-11-01,11:21:00,94.2
2022-11-01,11:31:00,95.8
2022-11-01,11:41:00,97.1
2022-11-01,11:51:00,98.3
2022-11-01,12:01:00,92.8
2022-11-01,12:11:00,97.2
2022-11-01,12:21:00,92.9
2022-11-01,12:31:00,95.4
2022-11-01,12:41:00,96.9
2022-11-01,12:51:00,97.6
2022-11-01,13:01:00,94.6
2022-11-01,13:11:00,93.9
2022-11-01,13:21:00,95.8
2022-11-01,13:31:00,93.8
2022-11-01,13:41:00,94.3
2022-11-01,13:51:00,93.7
2022-11-01,14:01:00,93.7
2022-11-01,14:11:00,95.4
2022-11-01,14:21:00,96.2
2022-11-01,14:31:00,98.3
2022-11-01,14:41:00,98.2
2022-11-01,14:51:00,98.4
2022-11-01,15:01:00,98.5
2022-11-01,15:11:00,94.1
2022-11-01,15:21:00,99.9
2022-11-01,15:31:00,95.6
2022-11-01,15:41:00,95.9
2022-11-01,15:51:00,95.3
2022-11-01,16:01:00,94.4
2022-11-01,16:11:00,96.3
2022-11-01,16:21:00,94.6
2022-11-01,16:31:00,95
2022-11-01,16:41:00,95.3
2022-11-01,16:51:00,93.7
2022-11-01,17:01:00,97
2022-11-01,17:11:00,96.2
2022-11-01,17:21:00,94.8
2022-11-01,17:31:00,100
2022-11-01,17:41:00,96.4
2022-11-01,17:51:00,96.3
2022-11-01,18:01:00,94.9
2022-11-01,18:11:00,99
2022-11-01,18:21:00,95.8
2022-11-01,18:31:00,95.8
2022-11-01,18:41:00,95.7
2022-11-01,18:51:00,91.5
2022-11-01,19:01:00,96.8
2022-11-01,19:11:00,92.5
2022-11-01,19:21:00,98.6
2022-11-01,19:31:00,98.3
2022-11-01,19:41:00,93.5
2022-11-01,19:51:00,94.9
2022-11-01,20:01:00,96.1
2022-11-01,20:11:00,91.9
2022-11-01,20:21:00,94.6
2022-11-01,20:31:00,95.6
2022-11-01,20:41:00,98.6
2022-11-01,20:51:00,97.1
2022-11-01,21:01:00,94.8
2022-11-01,21:11:00,95.6
2022-11-01,21:21:00,98.7
2022-11-01,21:31:00,96.5
2022-11-01,21:41:00,95.7
2022-11-01,21:51:00,95.2
2022-11-01,22:01:00,96.3
2022-11-01,22:11:00,96.4
2022-11-01,22:21:00,94.6
2022-11-01,22:31:00,93.5
2022-11-01,22:41:00,92.9
2022-11-01,22:51:00,92.2
2022-11-01,23:01:00,91.5
2022-11-01,23:11:00,95.2
2022-11-01,23:21:00,90.9
2022-11-01,23:31:00,94.8
